dates,url,title,title_score,first_para,firstP_score,content_scores
3/30/19,https://www.businessinsider.com/tesla-proof-next-20-years-in-tech-industry-wont-be-like-last-20-2019-3,Tesla is proof that the next 20 years in the tech industry won't be like the last 20 (TSLA),-0.2755,"Elon Musk sent a letter to every Tesla employee saying deliveries should be their 'primary priority.' Musk wrote this was the ""biggest wave in Tesla's history"" and ""won't be repeated in subsequent quarters.""",0,0.006988
3/22/19,https://www.businessinsider.com/stock-market-news-opening-bell-march-22-2019-2019-3,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, BA, NKE, LEVI)",0,AP/Lee Luther Jr.,0,0
3/18/19,https://www.businessinsider.com/stock-market-news-opening-bell-march-18-2019-2019-3,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, F, WP, FIS)",0.4084,AP/Tony Gutierrez,0,0.4084
4/5/19,https://www.businessinsider.com/stock-market-news-opening-bell-april-5-2019-2019-4,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, BA, AMZN, TW)",0, Elon Musk on Wednesday emailed all Tesla employees to clarify details about the company's plan to close many of its retail stores. ,0,0.072842857
3/27/19,https://www.businessinsider.com/elon-musk-emails-tesla-employees-closing-retail-stores-2019-3,Elon Musk just emailed all Tesla employees to 'clear things up' about the company's plan to close stores (TSLA),0.3818, Tesla has accused four former employees who now work at the robo-taxi startup Zoox of stealing proprietary information and trade secrets. ,-0.7096,0.027938095
3/21/19,https://www.businessinsider.com/tesla-sues-former-employees-zoox-alleging-theft-of-confidential-info-2019-3,"Tesla is suing former employees, accusing them of stealing confidential information and giving it to robo-taxi rival Zoox (TSLA)",-0.6249," Workers at Tesla's auto plant spent twice as many days away from their jobs due to work-related injuries and illnesses, after adjusting for workforce growth, in 2018 than in 2017,  Bloomberg reports, citing a report Tesla filed with the Occupational Safety and Health Administration (OSHA). ",0.296,-0.195065
3/19/19,https://www.businessinsider.com/tesla-factory-workers-lost-more-time-injury-and-illness-2018-2019-3,Tesla factory workers took twice as many days off last year than in 2017 because of injury or sickness (TSLA),-0.4215,Here is what you need to know.,0,-0.4215
3/15/19,https://www.businessinsider.com/tesla-model-y-design-and-specs-details-2019-3,The Tesla Model Y has staggering specs — but it isn't a major new design for Tesla (TSLA),0, Tesla CEO Elon Musk said he will probably settle with the Securities and Exchange Commission (SEC) over its motion to have him held in contempt of court following a February tweet about vehicle production. ,-0.3818,0.032873333
3/12/19,https://markets.businessinsider.com/news/stocks/stock-market-news-opening-bell-march-12-2019-2019-3-1028022340,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, BA, AAPL, WFC, SFIX)",0," In an effort to capture a greater percentage of that market, Tesla is  building a factory in Shanghai, the first that will be wholly-owned by a foreign car company. For now, Tesla is shipping vehicles to Chinese customers from the United States. ",0.39135,0.067104
4/4/19,https://www.businessinsider.com/elon-musk-says-he-will-probably-settle-with-sec-in-next-2-weeks-2019-4,Elon Musk said he'll probably reach a new settlement with the SEC in the next 2 weeks (TSLA),0.0258," As ordered, Tesla CEO Elon Musk has filed his response to the Securities and Exchange Commission, arguing against the agency's assertion that  he was in contempt of court when he fired off an incorrect tweet about Tesla's production numbers last month. ",-0.8481,-0.170380769
3/31/19,https://www.businessinsider.com/nio-es8-tesla-model-x-comparison-photos-specs-2019-3,"Nio is Tesla's biggest competitor in the Chinese electric-vehicle market — here's how its ES8 SUV compares with Tesla's Model X (NIO, TSLA)",0,"  Wall Street on Friday digested what Tesla's  Model Y unveiling could mean for the electric automaker, but  analysts spilled as much ink over existing models as they did the  new crossover SUV.",0,0.087334286
3/12/19,https://www.businessinsider.com/musk-response-to-contempt-of-court-2019-3,"MUSK FILES HIS DEFENSE: Says SEC seeks to violate his First Amendment rights, and its filing 'smacks of retaliation and censorship' (TSLA)",-0.2422, Tesla CEO Elon Musk has run into trouble with the Securities and Exchange Commission (SEC) twice in the past year after he tweeted in August that he had lined up a deal to take Tesla private. ,-0.128,-0.07182
3/15/19,https://www.businessinsider.com/tesla-stock-price-model-ys-impact-on-model-3-according-to-analysts-2019-3,Wall Street is warning Tesla's new SUV could 'cannibalize' its Model 3. Here's what analysts are saying about the Model Y. (TSLA),-0.34," A former Tesla employee has filed a whistleblower tip with the Securities and Exchange Commission, the law firm representing the employee said in a statement on Monday. ",0.296,-0.007012
3/27/19,https://www.businessinsider.com/elon-musk-and-sec-battle-timeline-2019-3,Elon Musk and the SEC are in a nasty battle over one of Musk's tweets — here's what you need to know about their dispute (TSLA),-0.836," The headlines around Tesla and its embattled CEO, Elon Musk, have been escalating on a seemingly weekly basis. But if that turmoil is affecting the company's investors, they sure aren't showing it. ",-0.0258,-0.105105
3/11/19,https://www.businessinsider.com/former-tesla-employee-files-whistleblowing-tip-with-sec-2019-3,A former Tesla employee has filed a whistleblowing tip with the SEC alleging that Tesla workers were skeptical of the deal mentioned in Elon Musk's 'funding secured' tweet (TSLA),0.1027," Tesla plans to hold an investor day focused on autonomous driving, the company announced Wednesday. ",0.3818,0.064472727
3/18/19,https://www.businessinsider.com/tesla-stock-options-trade-recommendation-investors-overlooking-elon-musk-legal-woes-jpmorgan-2019-3,JPMORGAN: Tesla investors are ignoring the possibility that CEO Elon Musk will be forced out. Here's how they can protect against that worst-case scenario.,-0.4767,Tesla shares fell as much as 5% Friday as Wall Street analysts were underwhelmed by the electric-car maker's unveiling of its Model Y SUV.,0.296,-0.00034
4/3/19,https://www.businessinsider.com/tesla-to-host-autonomy-investor-day-april-19-2019-4,Tesla will host an 'autonomy investor day' this month (TSLA),0,Tesla shares slumped more than 2% early Monday after an analyst highlighted concerns about the electric-car maker's first-quarter delivery estimates and margins.,0.296,-0.084708333
3/15/19,https://markets.businessinsider.com/news/stocks/tesla-stock-price-drops-after-model-y-suv-unveiling-2019-3-1028034431,Tesla sinks after analysts were underwhelmed by the long-awaited Model Y unveiling (TSLA),0, Tesla has quietly removed the standard-range option for its Model S vehicle from its online ordering portal. ,0,0.04476
3/25/19,https://markets.businessinsider.com/news/stocks/tesla-stock-price-analyst-cuts-target-demand-delivery-issues-2019-3-1028056131,Analyst slashes his Tesla price target due to 'meager demand' and Model 3 'delivery issues' (TSLA),-0.3182,Millennials were dumping Tesla shares ahead of the company's disappointing first-quarter delivery numbers that sent shares tumbling by more than 8%.  ,-0.2732,0.001827273
3/22/19,https://www.businessinsider.com/tesla-removes-standard-range-model-s-from-website-2019-3,Tesla quietly deleted the standard range Model S option from its website (TSLA),0,"Tesla investors' negative sentiment could bleed into the electric car-maker's business itself, Morgan Stanley said in a report out Monday, prompting the firm to cut its price target on Tesla shares for the third time in as many months.",-0.5574,-0.061629412
4/4/19,https://markets.businessinsider.com/news/stocks/millennials-tesla-deliveries-drop-2019-4-1028087242,Millennials were unloading their Tesla shares ahead of its disappointing first-quarter deliveries (TSLA),-0.25,"Tesla was down 0.54%, trading near $282.60 a share early Monday, after the company hit the brakes on its plan to shutter its retail stores.",0.296,0.054790909
4/8/19,https://www.businessinsider.com/tesla-stock-price-morgan-stanley-adam-jonas-cuts-target-again-2019-4,Morgan Stanley slashes its Tesla target for the 3rd time this year (TSLA),-0.2023,Tesla shares fell as much as 5% Friday as Wall Street analysts were underwhelmed by the electric-car maker's unveiling of its Model Y SUV.,0.296,0.00605
3/11/19,https://www.businessinsider.com/tesla-stock-price-reducing-number-store-closures-raising-prices-2019-3,Tesla slips after saying it's reducing the number of store closures and raising prices (TSLA),0.0772," Tesla on Tuesday laid off about 150 people from its recruiting team, amounting to about one third of the staff in the operation,  according to Electrek. ",0,-0.059372727
3/15/19,https://www.businessinsider.com/tesla-stock-price-drops-after-model-y-suv-unveiling-2019-3,Tesla sinks after analysts were underwhelmed by the long-awaited Model Y unveiling (TSLA),0," Tesla shares plunged  nearly 9% Thursday morning as Wall Street analysts sounded off on the company's  disappointing delivery figures released Wednesday evening, leading at least one prominent analyst to slash his price target on the name. ",-0.2023,-0.1291
3/13/19,https://www.businessinsider.com/tesla-lays-off-150-recruitment-employees-2019-3,Tesla just laid off 150 recruitment workers as part of its broader cost cutting (TSLA),-0.128,Dan Ives really likes Tesla.,0.4754,0.072890476
3/23/19,https://www.businessinsider.com/why-model-y-is-teslas-most-important-car-2019-3,Tesla just launched the Model Y — here's why it's the company's most important car (TSLA),0.3804," As Tesla CEO Elon Musk walked onstage for the  company's Model Y unveiling Thursday night, a cry from the audience pierced the design studio's air: ""I like your shoes!"" ",-0.2244,0.2220625
4/4/19,https://www.businessinsider.com/tesla-stock-price-deliveries-fall-short-wall-street-weighs-in-2019-4,Tesla analysts are piling on after disappointing delivery numbers sent the stock plunging (TSLA),-0.4939," Tesla fans can now place an order for the company's long-awaited Model Y SUV, at least for the premium versions. But they will have to wait a while before they get their cars. ",0,0.012975
3/15/19,https://www.businessinsider.com/tesla-model-y-suv-will-outsell-model-s-model-3-elon-musk-says-2019-3,Elon Musk says Tesla's new Model Y SUV will outsell the Model S and Model 3 combined (TSLA),0," Just over a week ago, Tesla announced the arrival of its long-awaited $35,000 Model 3 sedan — but also revealed that it would close nearly all its retail locations and move to online-only sales. ",0,0.107955319
3/21/19,https://www.businessinsider.com/tesla-stock-price-gigafactory-fremont-factory-toured-by-analyst-2019-3,A Tesla analyst who just toured the electric-car maker's California and Nevada factories reveals what he saw (TSLA),0, Wall Street has always struggled with how to compare Tesla to other baskets of stocks. ,-0.34,0.1031625
3/15/19,https://www.businessinsider.com/elon-musk-wore-tesla-branded-jordan-sneaker-made-from-python-skin-2019-3,Elon Musk wore custom Tesla-branded Jordan sneakers made of python skin at the company's Model Y unveiling (TSLA),0," The Securities and Exchange Commission (SEC) told a judge in New York City on Thursday that it wants Tesla CEO Elon Musk to face increasing fines if he violates the terms of their 2018 settlement in the future,  Bloomberg reported. ",-0.2732,-0.146958333
3/15/19,https://www.businessinsider.com/tesla-model-y-suv-production-timeline-2019-3,"Tesla opens up orders for its long-awaited Model Y SUV, but production won't begin for a while (TSLA)",0,"Over the last year or so, Craig Irwin has taken notice of something happening incrementally with Tesla shares: they don't trade like they used to.",0.0232,0.014078947
3/10/19,https://www.businessinsider.com/teslas-closing-all-its-stores-and-sell-online-might-be-brilliant-2019-3,Tesla's decision to close all its stores and sell cars online only sounds crazy — but it might be brilliant (TSLA),0.6705,"Tesla opened up more than 2% following a report that a group of lawmakers, both Democrats and Republicans, are seeking to extend the federal electric vehicle tax credit.",0.5106,0.325761538
3/16/19,https://www.businessinsider.com/elon-musk-proves-he-greatest-car-salesman-tesla-model-y-reveal-2019-3,Elon Musk just revealed the Tesla Model Y — and he's still the greatest car salesman who ever lived (TSLA),0.6369,Reuters/Yves Herman,0,0.6369
4/10/19,https://www.businessinsider.com/tesla-analyst-nomura-eberle-compares-company-to-salesforce-2019-4,The latest Wall Street analyst to launch coverage of Tesla says investors should compare it to an unlikely tech giant (TSLA),0," Tesla dismissed ""several dozen"" sales employees on April 4, Bloomberg's Dana Hull  first reported. The cuts affected employees in Chicago; Brooklyn, New York; and Tampa, Florida. ",-0.21075,0.071535714
4/4/19,https://www.businessinsider.com/sec-reveals-punishment-it-wants-for-elon-musk-2019-4,The SEC revealed the punishment it wants Elon Musk to face if he violates the terms of their settlement in the future (TSLA),-0.7579, A prolific cybersecurity research firm says it has managed to make Tesla's self-driving feature veer off course by sticking three small stickers on the road pavement. ,0,-0.062041176
3/17/19,https://markets.businessinsider.com/news/stocks/tesla-stock-price-fundamental-shift-in-trading-2019-3-1028035861,Tesla's stock doesn't trade like it used to (TSLA),-0.2755," Tesla on Thursday unveiled its latest vehicle, the Model Y crossover SUV, at its design studio in Hawthorne, California. ",0,0.052153571
4/10/19,https://markets.businessinsider.com/news/stocks/tesla-rises-on-news-that-the-tax-credit-may-be-extended-2019-4-1028101148,Tesla pops after news that the tax credit for electric vehicles may be extended (TSLA),0.3818,Reuters/Tom Jacobs,0,0.3818
3/21/19,https://www.businessinsider.com/stock-market-news-opening-bell-march-21-2019-2019-3,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA)",0,Markets Insider,0,-0.036471429
4/8/19,https://www.businessinsider.com/tesla-lays-off-dozens-of-salespeople-april-2019-4,Tesla laid off dozens of salespeople after its disappointing Q1 delivery report (TSLA),-0.4939," Tesla CEO Elon Musk will be forced to meet with federal regulators to decide what he can and cannot tweet, a judge has ruled. ",-0.4588,0.0655875
4/1/19,https://www.businessinsider.com/tesla-hackers-steer-into-oncoming-traffic-with-stickers-on-the-road-2019-4,Hackers steered a Tesla into oncoming traffic by placing three small stickers on the road (TSLA),0," Tesla is delaying a 3% price increase on its vehicles until Wednesday, the electric-car maker said on Tuesday. ",0.3182,0.017736364
3/15/19,https://www.businessinsider.com/tesla-reveals-model-y-details-specs-2019-3,"Elon Musk just unveiled Tesla's newest car, the Model Y SUV (TSLA)",0,AP/Lee Luther Jr.,0,0
3/13/19,https://www.businessinsider.com/stock-market-news-opening-bell-march-13-2019-2019-3,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, BA, TSLA)",0,Matt Debord/Business Insider,0,0
3/13/19,https://www.businessinsider.com/boeing-stock-price-sliding-after-trump-issues-order-to-ground-the-737-max-2019-3,Boeing is sliding after Trump issued an emergency order to ground the 737 Max planes (TSLA),-0.3818,Reuters/Matthias Rietschel,0,-0.3818
4/5/19,https://www.businessinsider.com/elon-musk-ordered-by-judge-to-meet-with-sec-for-at-least-one-hour-2019-4,Judge orders Elon Musk to meet with the SEC 'for at least one hour' (TSLA),0," If the first three months of 2019 are any indication, Tesla is set for another eventful, turbulent year. ",0,-0.067044444
3/19/19,https://www.businessinsider.com/tesla-delays-3-price-increase-for-cars-until-wednesday-2019-3,Tesla is delaying a 3% price increase until Wednesday (TSLA),0.3182,"Elon Musk sent a letter to every Tesla employee saying deliveries should be their 'primary priority.' Musk wrote this was the ""biggest wave in Tesla's history"" and ""won't be repeated in subsequent quarters.""",0,0.030736
3/18/19,https://markets.businessinsider.com/news/stocks/stock-market-news-opening-bell-march-18-2019-2019-3-1028037246,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, F, WP, FIS)",0.4084,"The Model Y, a new SUV crossover set to be revealed by Tesla, could exacerbate demand problems for the Model 3, according to a note from Goldman Sachs analyst David Tamberrino.",-0.4939,-0.11818
3/15/19,https://markets.businessinsider.com/news/stocks/stock-market-news-opening-bell-march-15-2019-2019-3-1028033597,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, BA, AAPL, ULTA)",0," Tesla allows customers to reserve its upcoming electric semi-truck, the Semi, on its website. ",0,0.111111765
3/11/19,https://www.businessinsider.com/stock-market-news-opening-bell-march-11-2019-2019-3,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, BA, TSLA, NVDA, MLNX, AMZN)",0,Reuters/Fabrizio Bensch,0,0
3/23/19,https://www.businessinsider.com/teslas-biggest-challenges-in-2019-2019-3,Tesla is having another chaotic year — these are the biggest challenges Tesla has faced so far in 2019 (TSLA),-0.4404,"Tesla shares were up 1% Thursday as investors anticipated the rollout of the Model Y, a sports-utility-vehicle crossover which will share 75% of its parts with the Model 3.The unveiling event is set for 8 p.m. PT at the electric-car maker's design center in Hawthorne, California. It will be live streamed on Tesla's website.",0.26335,0.076123077
3/22/19,https://markets.businessinsider.com/news/stocks/stock-market-news-opening-bell-march-22-2019-2019-3-1028051576,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, BA, NKE, LEVI)",0,Millennials were dumping Tesla shares ahead of the company's disappointing first-quarter delivery numbers that sent shares tumbling by more than 8%.  ,-0.2732,0.024872727
3/13/19,https://markets.businessinsider.com/news/stocks/tesla-stock-price-model-y-could-weaken-model-3-demand-2019-3-1028027670,Goldman Sachs says Tesla's new Model Y SUV could make its Model 3 demand problems even worse (TSLA),-0.743," Ahead of the hearing, JPMorgan says that  Tesla's deliveries miss on Wednesday has further undermined Musk's defense against the stock regulator's allegations. Here's what Ryan Brinkman, the bank's autos analyst, told clients: ",-0.1909,-0.2490375
3/12/19,https://www.businessinsider.com/tesla-semi-reservations-available-on-website-2019-3,"Tesla customers can now pay up to $200,000 to reserve the electric Semi truck on the company's website (TSLA)",-0.1027,Reuters/Yves Herman,0,-0.1027
3/27/19,https://www.businessinsider.com/stock-market-news-opening-bell-march-27-2019-2019-3,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, HMNY)",0,"Tesla  has long been the quintessential   battleground stock, a polarizing name among analysts and  investors alike. It's a pioneer in the electric-vehicle space,  led by a   controversial CEO who is mired in a legal battle and garners  as much love as he does ire.",-0.04185,-0.039251852
3/14/19,http://markets.businessinsider.com/news/stocks/Tesla-stock-is-gaining-ground-ahead-of-its-Model-Y-unveiling-TSLA-1028031435,Tesla stock is gaining ground ahead of its Model Y unveiling (TSLA),0.4215," Tesla reported a substantial drop in vehicle sales for its first quarter, compared with the fourth quarter of 2018. The number of delivered vehicles fell by 31%, and that drop quickly raised alarms about whether the carmaker had enough sustainable demand going forward to achieve consistent profits. ",-0.1026,0.016565306
4/4/19,https://www.businessinsider.com/millennials-tesla-deliveries-drop-2019-4,Millennials were unloading their Tesla stock ahead of the disappointing first-quarter deliveries (TSLA),-0.4939,"Tesla opened up more than 2% following a report that a group of lawmakers, both Democrats and Republicans, are seeking to extend the federal electric vehicle tax credit.",0.5106,0.260553846
4/4/19,https://www.businessinsider.com/jpmorgan-tesla-just-undermined-elon-musks-defense-against-the-sec-2019-4,JPMORGAN: Tesla just undermined Elon Musk's defense against the SEC (TSLA),-0.25, A video that appears to show a Tesla Model S driving at speed on a road with no one in the driver's seat circulated on social media on Tuesday night. ,-0.296,-0.212781818
3/21/19,https://markets.businessinsider.com/news/stocks/stock-market-news-opening-bell-march-21-2019-2019-3-1028048218,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA)",0, Tesla announced its first-quarter delivery and production numbers on Wednesday. ,0,0.097237931
4/9/19,https://www.businessinsider.com/tesla-stock-price-where-wall-street-analysts-stand-2019-4,Tesla is a battleground stock. Here's where major Wall Street analysts stand right now. (TSLA),-0.4019,Reuters/Matthias Rietschel,0,-0.133966667
4/4/19,https://www.businessinsider.com/tesla-is-singlehandedly-growing-electric-car-market-despite-bad-quarter-2019-4,"Despite a bad quarter, Tesla is singlehandedly growing the sluggish electric-car market (TSLA)",0.2144,Matt Debord/Business Insider,0,0.2144
4/4/19,https://www.businessinsider.com/tesla-updates-navigate-on-autopilot-car-feature-2019-4,Tesla just updated its ‘Navigate on Autopilot’ feature — here’s what’s new (TSLA),0, Update: Tesla revised the language on its website describing its return policy on Wednesday evening. The website now says all customers can return their vehicles within seven days.,0,-0.07735
4/10/19,https://www.businessinsider.com/tesla-rises-on-news-that-the-tax-credit-may-be-extended-2019-4,Tesla pops after news that the tax credit for electric vehicles may be extended (TSLA),0.3818,"Over the last year or so, Craig Irwin has taken notice of something happening incrementally with Tesla shares: they don't trade like they used to.",0.0232,0.033294737
4/3/19,https://www.businessinsider.com/tesla-model-s-driving-with-no-one-behind-the-wheel-2019-4,Video appears to show a Tesla Model S traveling on the road at speed with no one in the driver's seat (TSLA),-0.296,Tesla shareholders are dealing with a lot right now.,0,-0.04545
4/4/19,https://www.businessinsider.com/tesla-disappointing-q1-sales-not-reason-to-panic-2019-4,"Tesla's disappointing first-quarter sales numbers aren't a reason to panic, but they reveal big challenges for the company, experts say (TSLA)",0.0518," Tesla on Wednesday released total vehicle-production and delivery numbers for the first quarter of 2019, which ended on Sunday. ",0,0.02916
3/11/19,https://markets.businessinsider.com/news/stocks/stock-market-news-opening-bell-march-11-2019-2019-3-1028018490,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, BA, TSLA, NVDA, MLNX, AMZN)",0,Reuters/Matt York,0,0
3/15/19,https://www.businessinsider.com/stock-market-news-opening-bell-march-15-2019-2019-3,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, BA, AAPL, ULTA)",0," Less than two weeks after discounting all three of its vehicles, Tesla announced Monday that prices will go up once again. ",0,0.078371429
3/27/19,https://www.businessinsider.com/elon-musk-contradicts-teslas-return-policy-on-twitter-2019-3,Elon Musk contradicts Tesla's return policy on Twitter (TSLA),-0.34,Here is what you need to know.,0,-0.34
3/17/19,https://www.businessinsider.com/tesla-stock-price-fundamental-shift-in-trading-2019-3,Tesla's stock doesn't trade like it used to (TSLA),-0.2755,"Last fall, in the throes of a turbulent stretch for the electric-car maker, Tesla was dragged from ""production hell"" to ""delivery logistics hell,"" CEO Elon Musk said at the time.",-0.7003,-0.144886842
4/4/19,https://www.businessinsider.com/tesla-stock-price-delivery-numbers-miss-stoking-demand-concerns-2019-4,Tesla analysts are questioning how many people even want to buy Elon Musk's cars after weak delivery numbers (TSLA),-0.4588,Reuters/Pavel Golovkin,0,-0.4588
4/4/19,https://www.businessinsider.com/tesla-q1-2019-production-and-delivery-numbers-2019-4,"Tesla says it delivered about 63,000 vehicles in the first quarter of 2019, a 31% drop from Q4 2018 (TSLA)",-0.2732,AP/Tony Gutierrez,0,-0.2732
4/9/19,https://www.businessinsider.com/stock-market-news-opening-bell-april-9-2019-2019-4,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, AMZN, GOOG)",0,Reuters/Pavel Golovkin,0,0
3/11/19,https://www.businessinsider.com/tesla-raising-prices-on-cars-model-3-s-and-x-2019-3,Tesla is raising the prices on cars that it marked down less than 2 weeks ago (TSLA),0, Alex Chalekian weighed selling his firm's stake in Tesla for a whole year before finally  pulling the trigger on March 1. ,0,0.075603226
3/12/19,https://www.businessinsider.com/stock-market-news-opening-bell-march-12-2019-2019-3,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, BA, AAPL, WFC, SFIX)",0,Tesla shares were nearing a test of key support Thursday after the company's first-quarter deliveries fell short of Wall Street expectations.,0.5994,0.27795
3/14/19,https://www.businessinsider.com/tesla-stock-price-tesla-in-demand-hell-ahead-of-model-y-bear-says-2019-3,"Tesla is in 'demand hell' ahead of its Model Y unveiling, Wall Street's biggest bear says (TSLA)",-0.7269," Tesla might have  lowered prices on many of its cars, but employees say it has also slashed their incentive to sell some of them. ",0.1655,0.05655
4/4/19,https://markets.businessinsider.com/news/stocks/stock-market-news-opening-bell-april-4-2019-2019-4-1028085583,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, BA, TSLA, LYFT)",0,"  Tesla has gone through  what CEO Elon Musk dubbed ""production  hell"" and ""delivery  logistics hell"" over the last two years with the Model 3.  Now, there's a new version of hell on the lips of at least one  Wall Street analyst: ""demand hell.""",-0.8038,-0.143665957
4/5/19,https://markets.businessinsider.com/news/stocks/stock-market-news-opening-bell-april-5-2019-2019-4-1028088975,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, BA, AMZN, TW)",0,"Tesla was down 0.54%, trading near $282.60 a share early Monday, after the company hit the brakes on its plan to shutter its retail stores.",0.296,0.077009091
4/4/19,https://www.businessinsider.com/stock-market-news-opening-bell-april-4-2019-2019-4,"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, BA, TSLA, LYFT)",0,A confluence of volatile issues at Tesla has led Morgan Stanley to slash its outlook for the second time in as many months.,-0.2732,-0.103311765
3/20/19,https://www.businessinsider.com/tesla-stock-investor-sells-stake-elon-musk-commentary-what-hes-buying-instead-alex-chalekian-2019-3,"A former Tesla investor explains why he thinks Elon Musk is the wrong person to lead the company, why he dumped the stock, and what he’s now buying instead (TSLA)",-0.7003," All hires made by Tesla must receive CEO Elon Musk's approval, according to an email sent to Tesla recruiting employees in February. ",0.4767,-0.007234783
3/14/19,https://www.businessinsider.com/tesla-stock-price-rallies-ahead-of-model-y-unveiling-2019-3,Tesla stock is gaining ground ahead of its Model Y unveiling (TSLA),0.4215," Elon Musk said on Tuesday that Tesla should not have temporarily lowered the price of Autopilot, its semi-autonomous driver-assistance system. ",0.0951,-0.01151
